,name,location,rent,deposit,area,type,highlights,description,owner
563,Kolte Patil Life Republic,"3 BHK Flat for rent in Hinjewadi, Pune","₹30,000",+ Deposit 3 months rent,900 sqft,3 BHK ,"['East Facing', 'Full Power Backup']","A spacious 3 bhk flat for rent is available in hinjewadi in kolte patil life republic, pune. This flat consists of 3 bathrooms & 2 balconies build in 900 sq.Ft. Carpet area. The flat consists of 3 bedrooms, built on 900 sq.Ft. A separate space for pooja room and others is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 22 floors and this pr...",dream home 
564,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000",+ Deposit 3 months rent,850 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in hinjewadi in kolte patil life republic, pune. This flat consists of 2 bathrooms & 1 balcony in 850 sq.Ft. Carpet area. Flat is constructed on 850 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 12th of 22 floor in 1-5 years old tower. This is an unfurnished flat. The flat will be available from sun, 25 feb 2024 ...",dream home 
565,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000",+ Deposit 3 months rent,700 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Kolte patil life republic is the most preferred destination for renting flats in hinjewadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 700 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat ...",dream home 
566,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,800",+ Deposit 3 months rent,900 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Situated in hinjewadi pune, kolte patil life republic is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Carpet area. The flat is built on 900 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within...",dream home 
567,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000",+ Deposit 3 months rent,950 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Super built-Up area. This property is constructed on 950 sq.Ft. Extra space for pooja room, study room and servant room. You also get 1 covered parking inside the premises located on 2...",dream home 
568,Rohan Tarang,"3 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹120,000","1,648 sqft",3 BHK ,"['3 Baths', 'East Facing']","Rohan tarang is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in wakad with 1500 sq.Ft., is your opportunity to be a part of this community. This flat consists of 3 bathrooms & 2 balconies in 1500 sq.Ft. Super built-Up area. This property is constructed on 1648 sq.Ft. Extra space for pooja room and store room. You also get 2 covered parking insid...",Sankalp Consultants Real Estate 
569,Paranjape Yuthika,"2 BHK Flat for rent in Baner, Pune","₹32,000",+ Deposit 3 months rent,838 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in baner pune, paranjape yuthika is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. The flat is close to metro station, close to school, close to hospital and close to mall. This flat consists of 2 bathrooms & 2 balconies in 838 sq.Ft. Carpet area. This flat is constructed on 838 sq.Ft. A...",Sai Bhakti Enterprises 
570,Silver Space,"2 BHK Flat for rent in Pimple Nilakh, Pune","₹23,000","+ Deposit ₹50,000","1,140 sqft",2 BHK ,"['Gated Society', 'Corner Property']","This lovely 2 bhk apartment for rent in pimple nilakh is available in one of pune's most popular projects, silver space. This flat consists of 2 bathrooms & 1 balcony. The flat is built on 1140 sq.Ft. Area. This property has pooja room, study room, servant room and store room as well. Ease of access to 1 open parking within society. This flat is situated at 4th in a tower with 5 floors. This is...",Home Real Estate 
571,Kolte Patil Downtown Langston,"2 BHK Flat for rent in Ashoka Nagar, Pune","₹34,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in ashoka nagar is available in one of pune's most popular projects, kolte patil downtown langston. This flat consists of 2 bathrooms & 1 balcony build in 950 sq.Ft. Carpet area. The flat is built on 1200 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 12 floors. This is a 1-5 years old society. I...",Property Dot Com
572,Ratan Park,"1 BHK Flat for rent in Pashan, Pune","₹15,000","+ Deposit ₹30,000",650 sqft,1 BHK ,"['1 Baths', 'East Facing']","Specious 1 bhk flat for rent. Very nice community for a family in a gated society. All modern facilities like markets, schools, clinics, restaurants, hospital are in close vicinity, within 1 to 2 kms. Very convenient for hinjewadi, baner, balewadi, aundh and pune city.",Mangalmurti Real Estate 
573,Purva Silversands,"2 BHK Flat for rent in Keshav Nagar, Pune","₹28,000",+ Deposit 2 months rent,"1,055 sqft",2 BHK ,"['Fresh Construction', 'Gated Society']",Brand new flat in good society,Frontline Properties  
574,Meenakshi Puram Apartment,"2 BHK Flat for rent in Wadgaon Budruk, Pune","₹25,000","+ Deposit ₹75,000","1,000 sqft",2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in wadgaon budruk is available in one of pune's most popular projects, meenakshi puram apartment. This flat consists of 2 bathrooms & 2 balconies build in 905 sq.Ft. Super built-Up area. This flat is constructed on 1000 sq.Ft. Area. An independent pooja room, study room, servant room and others is available in this property. Parking available: 1 covered park...",Sai estate agency  
575,Panchshil Towers,"5 BHK Flat for rent in Kharadi, Pune",₹2.52 Lac,+ Deposit 3 months rent,"6,110 sqft",5 BHK ,"['5 Baths', 'North-East Facing']","A 5 bhk penthouse for rent in kharadi close to all basic civic amenities is available for just 2.52 lac in panchshil towers, pune. This 5 bhk flat comes with 5 bathrooms set in 6110 sq.Ft. Super built-Up usable area. This property is constructed on 6110 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 31st of 32 floor. This is a ready to move prop...",Space Network 
576,Goel Ganga Satellite,"3 BHK Flat for rent in Wanowrie, Pune","₹70,000",+ Deposit 4 months rent,"2,150 sqft",3 BHK ,"['3 Baths', 'East Facing']","Goel ganga satellite is one of pune's most sought after destination for residential flats and this 3.5 bhk flat for rent in wanowrie, is your opportunity to be a part of this community. This flat consists of 3 bathrooms & 3 balconies build in 2150 sq.Ft. Carpet area. This flat is constructed on 2150 sq.Ft. Area. An independent study room and pooja room is available in this property. This flat l...",Space Network 
577,Kanifnath Archana Paradise,"2 BHK Flat for rent in Mohammed Wadi, Pune","₹26,000","+ Deposit ₹78,000","1,000 sqft",2 BHK ,"['2 Baths', 'East Facing']","Kanifnath archana paradise is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in mohammed wadi, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony in 1000 sq.Ft. Carpet area. This property is constructed on 1000 sq.Ft. You also get 1 covered parking inside the premises located on 4th of 14 floor. This ...",Shree Laxmi's Real Estate Consultants
578,Magarpatta Annex,"2 BHK Flat for rent in Magarpatta, Pune","₹33,000","+ Deposit ₹75,000",860 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in magarpatta pune, magarpatta annex is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony in 860 sq.Ft. Carpet area. This flat is constructed on 860 sq.Ft. Area. An independent others is available in this property. Parking available: 1 covered p...",Giri Estate Agency 
579,Rohan Mithila,"3 BHK Flat for rent in Mhada Colony, Pune","₹55,000",+ Deposit 3 months rent,"1,500 sqft",3 BHK ,"['3 Baths', 'North Facing']","This lovely 3 bhk apartment for rent in mhada colony is available in one of pune's most popular projects, rohan mithila. This flat consists of 3 bathrooms & 2 balconies build in 1200 sq.Ft. Carpet area. Flat is constructed on 1500 sq.Ft. You get an additional space of study room. 1 covered parking available. Placed on 5th of 6 floor in 5-10 years old tower. Furnished flat with 1 light, 1 fan, 1...",Shivanya Properties  
580,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","₹38,000","+ Deposit ₹120,000","1,150 sqft",2 BHK ,"['2 Baths', 'East Facing']","Find this 2.5 bhk apartment for rent in kharadi, pune. This 2 bhk apartment in vilas javdekar yashwin orizzonte is situated in pune. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. This flat is constructed on 1150 sq.Ft. Area. An independent store room is available in this property. This flat lies on the 15th floor of a 22 storey building. This is a furnished f...",VASTUBUYING REALTORS 
581,Panchshil Eon Waterfront,"4 BHK Flat for rent in Kharadi, Pune",₹1.3 Lac,+ Deposit 3 months rent,"2,584 sqft",4 BHK ,"['3 Baths', 'North-East Facing']","Beautifuln4bhk flat abialble for lease in khardise
One of the most posh and well kept societies in kharadi with all ammenities",Space Network 
582,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹28,000",+ Deposit 3 months rent,"1,150 sqft",2 BHK ,"['2 Baths', 'North-East Facing']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, kolte patil life republic. Property has 1120 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 1150 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 19th in a tower with 22 flo...",J.J.Properties 
583,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,200","+ Deposit ₹45,000",410 sqft,1 BHK ,"['1 Baths', 'Gated Society']",Available 1 bhk flat for rent in life republic township .,Homedeal Realty India 
584,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,001","+ Deposit ₹55,000",719 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']",Available 2 bhk flat for rent in life republic township Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The society has dedicated security guards for every ...,Homedeal Realty India 
585,Goel Ganga Constella,"2 BHK Flat for rent in Eon Free Zone , Pune","₹45,000","+ Deposit ₹150,000",900 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in eon free zone , pune. This 2 bhk apartment in goel ganga constella is situated in pune. This flat consists of 2 bathrooms & 2 balconies in 900 sq.Ft. Carpet area. This flat is constructed on 900 sq.Ft. Area. An independent store room is available in this property. This flat lies on the 5th floor of a 9 storey building. Well maintained 5-10 years property. F...",VASTUBUYING REALTORS 
586,Fortune 108,"2 BHK Flat for rent in Wakad, Pune","₹25,000","+ Deposit ₹75,000","1,117 sqft",2 BHK ,"['2 Baths', 'East Facing']","Fortune 108 is the most preferred destination for renting flats in wakad, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 1001 sq.Ft. Super built-Up area. Flat is constructed on 1117 sq.Ft. You get an additional space of study room and others. 1 covered parking available. Placed on 3rd of 8 floo...",prop sure solutions 
587,Goel Ganga Satellite,"3 BHK Flat for rent in Wanowrie, Pune","₹48,000",+ Deposit 3 months rent,"1,600 sqft",3 BHK ,"['3 Baths', 'North-East Facing']","Fully furnished beautifully done up 3bhk flat in the most premium societies in wanowrie
With covered carvpark
And with all ammenities",Space Network 
588,Rohan Madhuban,"3 BHK Flat for rent in Bavdhan, Pune","₹32,000","+ Deposit ₹100,000","1,200 sqft",3 BHK ,"['3 Baths', 'East Facing']","Pune's most popular society rohan madhuban in bavdhan offers 3 bhk apartment. Property has 1200 sq.Ft. Carpet area with 3 bathrooms & 2 balconies attached. The flat is built on 1200 sq.Ft. Area. This property has pooja room, study room, servant room and others as well. Ease of access to 1 covered parking within society. This flat is situated at 4th in a tower with 13 floors. This is a 1-5 years...",Dream City Real Estate 
589,prakriti Pride,"2 BHK Flat for rent in Baner, Pune","₹35,000","+ Deposit ₹125,000","1,200 sqft",2 BHK ,"['2 Baths', 'East Facing']",This is a 2bhk furnished flat in a well maintained society with all facilities on walking distance it is well maintained building with decent furniture it has airy rooms with good ventilation Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full...,Ashmit Realities 
590,Khese park Lohegaon,"3 Bedroom House for rent in Khese Park, Pune","₹28,000","+ Deposit ₹50,000","2,080 sqft",3 BHK ,"['2 Baths', 'East Facing']",3bhk semi furnished bunglow available on rent in khese park with good connectivity and peacefull area.,HomeCraft Real estate & Interior Design 
591,The Ark,"4 BHK Flat for rent in Undri, Pune",₹1.5 Lac,+ Deposit 6 months rent,"4,000 sqft",4 BHK ,"['4 Baths', 'Air Conditioned']","The ark is built by tribeca and situated at the nibm annex and it is the landmark address of the area at the nibm highstreet This is a premium forest facing flat measuring 4,000 sqft and has 2 covered car parks. The flat has a fully fitted kitchen with a vrv central ac system. The complex has all its club house facilities and in-House dining facilities on its roof top making it a spectacular vi...",Quality Estates 
592,Nanded City,"2 BHK Flat for rent in Sinhgad Road, Pune","₹19,000","+ Deposit ₹50,000",972 sqft,2 BHK ,"['2 Baths', 'Swimming Pool Available']","2 bhk flat for rent asawari nanded city pune with kitchen trolly and gas pipeline 2 options available,18th and 21st floor for details visit and call Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. There is also a...",Smart City Properties  
593,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹30,000",+ Deposit 3 months rent,502 sqft,1 BHK ,"['1 Baths', 'East Facing']","1bhk fully furnished flat available for rent in paranjape blue ridge b9 loft.
Phase 1",Elite Properties 
594,Nanded City,"2 BHK Flat for rent in Sinhgad Road, Pune","₹21,000","+ Deposit ₹60,000",750 sqft,2 BHK ,"['2 Baths', 'North Facing']","2bhk flat for rent in sargam,nanded city,higher floor,rent-21000, 2 options available call for details",Smart City Properties  
595,Paranjape Yuthika,"2 BHK Flat for rent in Baner, Pune","₹34,000","+ Deposit ₹100,000","1,200 sqft",2 BHK ,"['East Facing', 'Private Garden']","A spacious 2 bhk flat available for rent in yuthika, baner. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated.",Tree Properties 
596,AWHO Vijay Vihar,"3 BHK Flat for rent in Wagholi, Pune","₹24,997","+ Deposit ₹50,000","1,780 sqft",3 BHK ,"['3 Baths', 'Gated Society']","This 3 bhk flat in wagholi is available in awho vijay vihar for rent, one of the most prominent projects for residential flats in pune. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 1690 sq.Ft. Super built-Up area. The flat is built on 1780 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a t...",M/S Sai Homes 1 
597,Kolte Patil Life Republic Aros,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000","+ Deposit ₹40,000",836 sqft,2 BHK ,"['2 Baths', 'East Facing']",New contractions life republic kolte patil maruji,URBAN PROPERTIES  
598,VTP Township Codename Blue Waters,"1 BHK Flat for rent in Mahalunge, Pune","₹16,999",,423 sqft,1 BHK ,"['1 Baths', 'East Facing']",New constitution vtp bilaear malunge,URBAN PROPERTIES  
599,vj yashwin encore wakad,"2 BHK Flat for rent in Hinjewadi, Pune","₹25,000","+ Deposit ₹60,000",710 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","This 2 bhk flat in hinjewadi is available in vj yashwin encore wakad for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 710 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 710 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 covered parking with this fla...",propwest reality  
600,Keystone Altura,"2 BHK Flat for rent in Wakad, Pune","₹28,000","+ Deposit ₹60,000",910 sqft,2 BHK ,"['2 Baths', 'East Facing']","Keystone altura is the most preferred destination for renting flats in wakad, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 910 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 910 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 co...",propwest reality  
601,Godrej Nurture,"2 BHK Flat for rent in Mamurdi, Pune","₹15,000","+ Deposit ₹40,000",698 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in mamurdi is available in one of pune's most popular projects, godrej nurture. This 2 bhk flat comes with 2 bathrooms set in 698 sq.Ft. Carpet usable area. Flat is constructed on 698 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 9th of 19 floor. This property is semi-Furnished. Equipped with 9 light, 3 fan, 1 geyse...",propwest reality  
602,Capital Tower,"3 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹150,000","1,350 sqft",3 BHK ,"['3 Baths', 'East Facing']",Pune's most popular society capital tower in wakad offers 3 bhk apartment. This 3 bhk flat comes with 3 bathrooms set in 1350 sq.Ft. Carpet usable area. This property is constructed on 1350 sq.Ft. Extra space for pooja room and study room. You also get 1 covered parking inside the premises located on 2nd of 12 floor. This is a ready to move property and it is 1-5 years old flat. This property i...,propwest reality  
603,Green Life,"2 BHK Flat for rent in Hinjewadi, Pune","₹26,000",+ Deposit 11 months rent,800 sqft,2 BHK ,"['2 Baths', 'North-East Facing']","This 2 bhk flat in hinjewadi is available in green life for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 800 sq.Ft. Carpet area. This flat is constructed on 800 sq.Ft. Area. An independent pooja room, study room, servant room and others is available in this property. This flat lies on the 8th floor of a 14 storey buil...",propwest reality  
604,Green Life,"2 BHK Flat for rent in Hinjewadi, Pune","₹25,000","+ Deposit ₹60,000",800 sqft,2 BHK ,"['2 Baths', 'North-East Facing']","Find this 2 bhk apartment for rent in hinjewadi, pune. This 2 bhk apartment in green life is situated in pune. This 2 bhk flat comes with 2 bathrooms set in 800 sq.Ft. Carpet usable area. Flat is constructed on 800 sq.Ft. You get an additional space of pooja room, study room, servant room and others. 1 covered parking available. Placed on 5th of 14 floor in 0-1 year old tower. This property is ...",propwest reality  
605,Mantra Montana,"1 BHK Flat for rent in Dhanori, Pune","₹14,000",+ Deposit 2 months rent,401 sqft,1 BHK ,"['East Facing', 'Fresh Construction']","Mantra montana is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in dhanori, is your opportunity to be a part of this community. The flat is close to hospital and close to market. Property has attached 1 bathroom & 2 balconies with 1 room set in 37 sq.M. Carpet area. The flat consists of 1 bedroom, built on 37 sq.M. A separate space for pooja room...",Pravin Kirdat 
606,Amorapolis,"2 BHK Flat for rent in Dhanori, Pune","₹23,000",+ Deposit 2 months rent,"1,080 sqft",2 BHK ,"['East Facing', 'Close to School']","Situated in dhanori pune, amorapolis is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This property offers access to nearby landmarks and is close to hospital and close to school. This flat consists of 2 bathrooms & 2 balconies build in 704 sq.Ft. Carpet area. The flat consists of 2 bedrooms, bu...",Pravin Kirdat 
607,Pride World City,"3 BHK Flat for rent in Lohegaon, Pune","₹26,000",+ Deposit 2 months rent,"1,104 sqft",3 BHK ,"['East Facing', 'Close to School']","Pride world city is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in lohegaon with 1101 sq.Ft., is your opportunity to be a part of this community. This property is close to school and close to hospital. This flat consists of 3 bathrooms & 2 balconies build in 1101 sq.Ft. Super built-Up area. The flat is built on 1104 sq.Ft. Area. This property h...",Pravin Kirdat 
608,Excellaa Panama Park,"1 BHK Flat for rent in Lohegaon, Pune","₹14,000",+ Deposit 2 months rent,267 sqft,1 BHK ,"['East Facing', 'Close to School']","Situated in lohegaon pune, excellaa panama park is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. Additionally, this property is in vicinity to important points of interest and is close to school and close to market. Property has 25 sq.M. Carpet area with 1 bathroom & 2 balconies attached. This p...",Pravin Kirdat 
609,Pride World City,"2 BHK Flat for rent in Lohegaon, Pune","₹22,000",+ Deposit 2 months rent,"1,102 sqft",2 BHK ,"['East Facing', 'Close to School']",Explore this amicable pride world city of lohegaon in pune ! Live in a 2 bhk flat for rent in lohegaon. This property offers access to nearby landmarks and is close to school and close to market. This 2 bhk flat comes with 2 bathrooms set in 810 sq.Ft. Carpet usable area. This property is constructed on 1102 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises l...,Pravin Kirdat 
610,Pride Aashiyana,"1 BHK Flat for rent in Dhanori, Pune","₹17,000",+ Deposit 2 months rent,690 sqft,1 BHK ,"['East Facing', 'Close to Hospital']","A spacious 1 bhk flat for rent is available in dhanori in pride aashiyana, pune. This property offers access to nearby landmarks and is close to hospital, close to market and close to railway station. This flat consists of 1 bathroom & 2 balconies in 690 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 690 sq.Ft. A separate space for pooja room is available in this flat. Society pro...",Pravin Kirdat 
611,AJ society,"2 BHK Flat for rent in Sadashiv Peth, Pune","₹35,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","Aj society is the most preferred destination for renting flats in sadashiv peth, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 1100 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. This property is constructed on 1100 sq.Ft. Located on 4th of 6 floor. This is a ready to move property and it is 5-10 years old flat. F...",Mauli Enterprises 
612,Amanora Gold Towers,"2 BHK Flat for rent in Amanora Park Town, Pune","₹28,000","+ Deposit ₹60,000","1,004 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable amanora gold towers of amanora park town in pune ! Live in a 2 bhk flat for rent in amanora park town spread over 850 sq.Ft. This flat consists of 2 bathrooms & 2 balconies in 850 sq.Ft. Super built-Up area. The flat is built on 1004 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking and 1 open parking within society. This flat is situat...,star properties 
613,Akashganga dsk,"2 BHK Flat for rent in Aundh, Pune","₹27,000",+ Deposit 3 months rent,"1,250 sqft",2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in aundh, pune. This 2 bhk apartment in akashganga dsk is situated in pune. Property has 1200 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. Flat is constructed on 1250 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on top of 6 floor in 5-10 years old tower. This property is unfurnished. The flat will be av...",KAKADE PROPERTIES 
614,Aryavart Star Altair,"3 BHK Flat for rent in Bhugaon, Pune","₹27,000",+ Deposit 3 months rent,"1,300 sqft",3 BHK ,"['3 Baths', 'East Facing']","Explore this amicable aryavart star altair of bhugaon in pune ! Live in a 3 bhk flat for rent in bhugaon spread over 1300 sq.Ft. This property is close to school and close to hospital. This flat consists of 3 bathrooms & 2 balconies build in 1300 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1300 sq.Ft. A separate space for store room is available in this flat. Society p...",Ashray Enterprises 
615,Verde Residence Collection,"4 BHK Flat for rent in Kalyani Nagar, Pune",₹2.5 Lac,+ Deposit 5 months rent,"4,860 sqft",4 BHK ,"['4 Baths', 'East Facing']","Explore this amicable verde residence collection of kalyani nagar in pune ! Live in a 4 bhk flat for rent in kalyani nagar spread over 4280 sq.Ft. This property is close to school, close to hospital, close to market and close to mall. Property has attached 4 bathrooms & 2 balconies with 4 rooms set in 4280 sq.Ft. Super built-Up area. This property is constructed on 4860 sq.Ft. Extra space for s...",CAPSTONE REALTY 
616,Bramhacorp F Residences,"2 BHK Flat for rent in Kalyani Nagar, Pune","₹40,000",+ Deposit 3 months rent,"1,120 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in kalyani nagar is available in bramhacorp f residences for rent, one of the most prominent projects for residential flats in pune. The flat is close to school, close to hospital, close to market and close to mall. This 2 bhk flat comes with 2 bathrooms set in 1265 sq.Ft. Super built-Up usable area. Flat is constructed on 1265 sq.Ft. You get an additional space of store room. 1...",CAPSTONE REALTY 
617,Gokul tarrace sakore nagar,"1 BHK Flat for rent in Sakore Nagar, Pune","₹28,000",+ Deposit 3 months rent,650 sqft,1 BHK ,"['1 Baths', 'East Facing']","Gokul tarrace sakore nagar is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in sakore nagar with 608 sq.Ft., is your opportunity to be a part of this community. The flat is close to metro station, close to school, close to airport and close to mall. Property has 608 sq.Ft. Super built-Up area with 1 bathroom & 1 balcony attached. This flat is con...",Orbit Real Estate 
618,Clover Acropolis,"3 BHK Flat for rent in Viman Nagar, Pune","₹65,000",+ Deposit 3 months rent,"2,100 sqft",3 BHK ,"['3 Baths', 'North Facing']","Clover acropolis is the most preferred destination for renting flats in viman nagar, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. The flat is close to metro station, close to mall, close to airport and close to school. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1900 sq.Ft. Super built-Up area. The flat consists of 3 bedro...",Orbit Real Estate 
619,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","₹30,000",+ Deposit 3 months rent,"1,060 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in kharadi, pune. This 2 bhk apartment in vilas javdekar yashwin orizzonte is situated in pune. This property offers access to nearby landmarks and is close to school, close to market, close to hospital and close to highway. Property has attached 2 bathrooms & 3 balconies with 2 rooms set in 1050 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, bui...",Vighnaharta Properties
620,ion homes,"1 BHK Serviced Apartment for rent in Rakshak Nagar, Pune","₹18,000","+ Deposit ₹2,000",200 sqft,1 BHK ,"['1 Baths', 'Top Floor']","An independent building with 14 rooms each having attached washroom is available for paying guests working boys. Options available for single and double sharing accomodation common areas has fridge, washing machine, gas stove, wifi, water purifier, lounge. Single room 18k/17k double sharing 9k/8.5k",RNA Properties 
621,ion homes kharadi,"1 BHK Serviced Apartment for rent in Rakshak Nagar, Pune","₹9,000","+ Deposit ₹2,000",350 sqft,1 BHK ,"['1 Baths', 'Top Floor']","An independent building with 14 rooms each having attached washroom is available for paying guests working boys. Options available for single and double sharing accomodation common areas has fridge, washing machine, gas stove, wifi, water purifier, lounge. Single room 18k/17k double sharing 9k/8.5k",RNA Properties 
622,Nyati Elan,"2 BHK Flat for rent in Wagholi, Pune","₹19,000",+ Deposit 3 months rent,850 sqft,2 BHK ,"['2 Baths', 'North Facing']","A spacious 2 bhk flat for rent is available in wagholi in nyati elan, pune. This 2 bhk flat comes with 2 bathrooms set in 780 sq.Ft. Super built-Up usable area. This flat is constructed on 850 sq.Ft. Area. An independent others is available in this property. This flat lies on the 7th floor of a 12 storey building. Well maintained 0-1 year property. Semi-Furnished flat with 1 exhaust fan, 3 fan,...",anil jadhav 
623,Nyati Elan,"2 BHK Flat for rent in Wagholi, Pune","₹24,500",+ Deposit 3 months rent,"1,201 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in wagholi in nyati elan, pune. This flat consists of 2 bathrooms & 2 balconies in 1100 sq.Ft. Super built-Up area. Flat is constructed on 1201 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 6th of 12 floor in 0-1 year old tower. This is a semi-Furnished flat. Furnishing options provided - 3 fan, 1 geyser, 6 light...",anil jadhav 
