,name,location,rent,deposit,area,type,highlights,description,owner
115,Kolte Patil Downtown Beryl,"2 BHK Flat for rent in Kharadi, Pune","₹32,000",+ Deposit 3 months rent,"1,250 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Kolte patil downtown beryl is the most preferred destination for renting flats in kharadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 1100 sq.Ft. Super built-Up area. The flat is built on 1250 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within soci...",Prop Laksh 
116,Nyati Elysia,"2 BHK Flat for rent in Kharadi, Pune","₹33,000",+ Deposit 3 months rent,"1,150 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk flat for rent is available in kharadi in nyati elysia, pune. This flat consists of 2 bathrooms & 1 balcony build in 980 sq.Ft. Super built-Up area. Flat is constructed on 1050 sq.Ft. You get an additional space of study room. 1 covered parking available. 1 open parking available. Placed on 25th of 28 floor. This is a semi-Furnished flat. Furnishing options provided - 5 light, 3...",Prop Laksh 
117,Nandan Inspera,"2 BHK Flat for rent in Shankar Kalat Nagar, Pune","₹26,500",+ Deposit ₹3,"1,550 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in shankar kalat nagar is available in nandan inspera for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1550 sq.Ft. Super built-Up area. Flat is constructed on 1550 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 5th of 12 floor in 1-5 years old to...",Naik Properties
118,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹78,000",+ Deposit 3 months rent,"2,293 sqft",3 BHK ,"['4 Baths', 'Full Power Backup']","Garden facing 3.5bhk apartment for rent in panchshil towers in kharadi.The panchshil towers is meticulously designed and exclusively planned with world class amenities and top line specifications such as 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, fire safety, football, gated ...",Vansh Realty
119,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹85,000",+ Deposit 4 months rent,"2,950 sqft",3 BHK ,"['4 Baths', 'Full Power Backup']","3.5bhk semi furnished apartment for rent in panchshil towers in kharadi.The panchshil towers is meticulously designed and exclusively planned with world class amenities and top line specifications such as 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, fire safety, football, gated...",Vansh Realty
120,Panchshil Towers,"4 BHK Flat for rent in Kharadi, Pune",₹1.25 Lac,+ Deposit 4 months rent,"3,400 sqft",4 BHK ,"['5 Baths', 'Full Power Backup']","4.5bhk semi furnished apartment for rent in panchshil towers in kharadi.The panchshil towers is meticulously designed and exclusively planned with world class amenities and top line specifications such as 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, fire safety, football, gated...",Vansh Realty
121,"Gera Foliage Society, viman Nagar","2 BHK Flat for rent in Viman Nagar, Pune","₹30,120","+ Deposit ₹60,000","1,150 sqft",2 BHK ,"['2 Baths', 'Ramwadi Metro Station within 250m']","A 2 bhk flat for rent in viman nagar close to all basic civic amenities is available for just 30,120 in gera foliage society, pune. The flat is close to metro station, close to school and close to market. This flat consists of 2 bathrooms & 1 balcony in 1020 sq.Ft. Super built-Up area. Flat is constructed on 1150 sq.Ft. 1 covered parking available. Placed on 3rd of 6 floor in 5-10 years old tow...",Omkrishna Real Estate 
122,Panchshil Yoopune,"4 BHK Flat for rent in Kirtane Baugh, Pune",₹2.9 Lac,+ Deposit 4 months rent,"5,100 sqft",4 BHK ,"['5 Baths', 'North-East Facing']","Premium 4.5bhk fully furnished apartment for rent in panchshil yoopune in magarpatta. The project hosts in its lap exclusively designed residential apartments, each being an epitome of elegance and simplicity. Panchshil yoopune is inspiring in design, stirring in luxury and enveloped by verdant surroundings. The apartments are spacious, well ventilated and vastu compliant. Panchshil yoopune off...",Vansh Realty
123,Panchshil Yoopune,"3 BHK Flat for rent in Kirtane Baugh, Pune",₹1.4 Lac,+ Deposit 4 months rent,"2,450 sqft",3 BHK ,"['2 Baths', 'North-East Facing']","Semi furnished 2.5bhk apartment for rent in panchshil yoopune in magarpatta. Panchshil yoopune is inspiring in design, stirring in luxury and enveloped by verdant surroundings. The apartments are spacious, well ventilated and vastu compliant. Panchshil yoopune offers an array of world class amenities such as apartments. Call for more details vansh realty",Vansh Realty
124,Panchshil One North,"3 BHK Flat for rent in Hadapsar, Pune",₹1.4 Lac,+ Deposit 4 months rent,"3,100 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","3bhk fully furnished apartment for rent in panchshil one north in magarpatta.The amenities offered in panchshil one north are landscaped garden, indoor games, earthquake resistant, cctv cameras, swimming pool, gymnasium, play area, intercom, rain water harvesting, lift, club house, tennis court, car parking, fire safety, basement car parking, 24hr backup electricity, basket ball court, drainage...",Vansh Realty
125,Panchshil One North,"4 BHK Flat for rent in Hadapsar, Pune",₹1.85 Lac,+ Deposit 4 months rent,"4,600 sqft",4 BHK ,"['6 Baths', 'North Facing']","Spacious 4.5bhk fully furnished apartment for rent in panchshil one north in magarpatta.The amenities offered in panchshil one north are landscaped garden, indoor games, earthquake resistant, cctv cameras, swimming pool, gymnasium, play area, intercom, rain water harvesting, lift, club house, tennis court, car parking, fire safety, basement car parking, 24hr backup electricity, basket ball cour...",Vansh Realty
126,Panchshil One North,"4 BHK Flat for rent in Hadapsar, Pune",₹1.1 Lac,+ Deposit 4 months rent,"3,800 sqft",4 BHK ,"['5 Baths', 'Full Power Backup']","4.5bhk semi furnished apartment for rent in panchshil one north in magarpatta.The amenities offered in panchshil one north are landscaped garden, indoor games, earthquake resistant, cctv cameras, swimming pool, gymnasium, play area, intercom, rain water harvesting, lift, club house, tennis court, car parking, fire safety, basement car parking, 24hr backup electricity, basket ball court, drainag...",Vansh Realty
127,Manjri Greens 4,"3 Bedroom House for rent in Manjri, Pune","₹27,500","+ Deposit ₹50,000","2,700 sqft",3 BHK ,"['3 Baths', 'East Facing']","3bhk row hosue rent manjri greens prime locations manjri bk hadapsar solapur road pune 4112307.Connectivity this project is having a very good connectivity with the it parks in the eastern pune, multi-Specialty hospitals, malls and educational complexes etc. 3.5 km from magarpatta it park 2 km from sp info city, phursungi 8 km from kalyaninagar it park and kharadi it park 1 km from nobel hospit...",Pawar Real Estate
128,Kolte Patil Downtown Langston,"2 BHK Flat for rent in Ashoka Nagar, Pune","₹32,000","+ Deposit ₹100,000","1,200 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Situated in ashoka nagar pune, kolte patil downtown langston is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 920 sq.Ft. Big 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 920 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1200 sq.Ft. A separate space ...",Prop Laksh 
129,Kumar Pebble Park,"2 BHK Flat for rent in Hadapsar, Pune","₹19,500","+ Deposit ₹40,000","1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in hadapsar is available in kumar pebble park for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. The flat is built on 1050 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 15 floors. This is a 0-1 year old society...",Pawar Real Estate
130,Kumar Pebble Park,"2 BHK Flat for rent in Hadapsar, Pune","₹20,500","+ Deposit ₹40,000",960 sqft,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society kumar pebble park in hadapsar offers 2 bhk apartment. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 960 sq.Ft. Super built-Up area. The flat is built on 960 sq.Ft. Area. This flat is situated at 10th in a tower with 15 floors. This is a 1-5 years old society. It is a semi-Furnished property. Inclusive of 10 light, 5 fan, 2 bed, 2 wardrobe, 2 gey...",Pawar Real Estate
131,Mantra Majestica,"2 BHK Flat for rent in Sasane Nagar, Pune","₹16,000","+ Deposit ₹40,000",977 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","2bhk flat for rent mantra majestica with parking sasane nagar hadapsar . No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. A...",Pawar Real Estate
132,Runwal Seagull,"2 BHK Flat for rent in Handewadi, Pune","₹16,500","+ Deposit ₹35,000","1,099 sqft",2 BHK ,"['2 Baths', 'East Facing']","2bhk flat for rent runwal seagull with parking , satav nagar handewadi raod hadapsar .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is...",Pawar Real Estate
133,Shiv Unnati Chs,"1 BHK Flat for rent in Kalepadal, Pune","₹11,000","+ Deposit ₹30,000",649 sqft,1 BHK ,"['2 Baths', 'Full Power Backup']","1bhk flat for rent shiv unnati with parking kalepadal hadapsar . No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. All basic...",Pawar Real Estate
134,Kumar Park Infinia,"2 BHK Flat for rent in Phursungi, Pune","₹22,000","+ Deposit ₹40,000","1,110 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","2bhk flat for rent kumar park infinia near sp info city it park .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. All basic...",Pawar Real Estate
135,Gemini Grand Bay,"3 BHK Flat for rent in Manjri BK, Pune","₹24,500","+ Deposit ₹50,000","1,161 sqft",3 BHK ,"['2 Baths', 'East Facing']","2.5bhk flat on rent fulyy furnihsed gemini grand bay manjri bk .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. All basic ...",Pawar Real Estate
136,Gemini Grand Bay,"2 BHK Flat for rent in Manjri BK, Pune","₹22,000","+ Deposit ₹45,000","1,060 sqft",2 BHK ,"['2 Baths', 'East Facing']","2bhk flat for sale gemini grand bay simi furnished flat with parking manjri bk pune .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is ...",Pawar Real Estate
137,Kumar Park Infinia Phase 3,"2 BHK Flat for rent in Phursungi, Pune","₹24,500","+ Deposit ₹40,000",800 sqft,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in phursungi is available in kumar park infinia phase 3 for rent, one of the most prominent projects for residential flats in pune. Property has 800 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. Flat is constructed on 800 sq.Ft. 1 covered parking available. Placed on 5th of 12 floor in 1-5 years old tower. This property is unfurnished. Property will be leased from ...",Pawar Real Estate
138,Kumar Park Infinia Phase 4,"2 BHK Flat for rent in Hadapsar, Pune","₹25,000","+ Deposit ₹50,000",800 sqft,2 BHK ,"['2 Baths', 'East Facing']","Explore this amicable kumar park infinia phase 4 of hadapsar in pune ! Live in a 2 bhk flat for rent in hadapsar. Property has 800 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. Flat is constructed on 800 sq.Ft. 1 covered parking available. Placed on 6th of 14 floor in 1-5 years old tower. This is a semi-Furnished flat. Already installed 6 light, 4 fan, 1 tv, 2 bed, 2 wardrobe, 2 g...",Pawar Real Estate
139,Marvel Zephyr,"4 BHK Flat for rent in Kharadi, Pune","₹95,000",+ Deposit 3 months rent,"4,355 sqft",4 BHK ,"['5 Baths', 'Full Power Backup']","4.5bhk semi furnished with swimming pool apartment for rent in marvel zephyr in kharadi. Marvel zephyr is strategically designed keeping in mind even the smallest details. It comprises of all world class amenities such as 24hrs backup electricity, basket ball court, cafeteria, club house, covered car parking, gated community, gym, landscaped garden, lift, play area, security personnel, swimming...",Vansh Realty
140,SKYi Manas Lake,"2 BHK Flat for rent in Bhukum, Pune","₹17,000","+ Deposit ₹35,000",750 sqft,2 BHK ,"['2 Baths', 'East Facing']","Flat with modern amenities- Club house, children's play area, garden, security system , east - West facing with very good ventilation.
Specious larger home, with very good location.
This cozy cottage on the four-Lined street will not last long on the market.",Prop Wisdom 
141,SKYi Manas Lake,"2 BHK Flat for rent in Bhukum, Pune","₹14,000","+ Deposit ₹30,000",700 sqft,2 BHK ,"['2 Baths', 'East Facing']","Brand new flat with all modern amenities- Swimming pool, children's play ground, security system , east - West facing with very good ventilation.
This cozy cottage on the four-Lined street will not last long on the market.",Prop Wisdom 
142,Chhajed Galaxy,"1 BHK Flat for rent in Viman Nagar, Pune","₹22,050","+ Deposit ₹40,000",650 sqft,1 BHK ,"['1 Baths', 'Ramwadi Metro sttaion within 250m']",Its 1bhk unfurnished flat available on rent for working bachelor. Its very close to phinix mall etc. For more details please contact mr sunil singh Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. The society has ...,Omkrishna Real Estate 
143,Kolte Cheryl,"3 BHK Flat for rent in Ashoka Nagar, Pune","₹40,000",+ Deposit 3 months rent,"1,565 sqft",3 BHK ,"['3 Baths', 'Private Garden']","Find this 3 bhk apartment for rent in ashoka nagar, pune. This 3 bhk apartment in kolte cheryl is situated in pune. Property has 3 bathrooms & 2 balconies attached. This flat is constructed on 1565 sq.Ft. Area. This flat lies on the 8th floor of a 11 storey building. Well maintained 1-5 years property. It is an unfurnished property. Property will be leased for 11 months from thu, 22 feb 2024 to...",Property Dot Com
144,Forest County,"4 BHK Flat for rent in Kharadi, Pune","₹68,500",+ Deposit 3 months rent,"2,740 sqft",4 BHK ,"['5 Baths', 'Private Garden']","A spacious 4 bhk flat for rent is available in kharadi in forest county, pune. This flat consists of 5 bathrooms & 1 balcony in 1793 sq.Ft. Carpet area. The flat consists of 4 bedrooms, built on 2740 sq.Ft. A separate space for study room is available in this flat. Society provides 2 covered parking with this flat. The building has a total of 12 floors and this property is situated on 7th floor...",Property Dot Com
145,Vijaydeep Deccan Gold,"2 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹33,000",+ Deposit 3 months rent,"1,122 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Vijaydeep deccan gold is the most preferred destination for renting flats in tulaja bhawani nagar, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 1 balcony. This property is constructed on 1122 sq.Ft. You also get 1 covered parking inside the premises located on 5th of 8 floor. This is a ready to move property an...",Property Dot Com
146,SGL Vishwajeet Residency,"1 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹30,000",+ Deposit 3 months rent,650 sqft,1 BHK ,"['2 Baths', 'Private Garden']",Pune's most popular society vishwajeet residency in tulaja bhawani nagar offers 1 bhk apartment. This 1 bhk flat comes with 2 bathrooms set in 650 sq.Ft. Carpet usable area. This property is constructed on 650 sq.Ft. You also get 1 covered parking inside the premises located on 2nd of 6 floor. This is a ready to move property and it is 1-5 years old flat. This property is semi-Furnished. Equipp...,Property Dot Com
147,Gera World of Joy,"Studio Apartments / 1 RK Flats for rent in Kharadi, Pune","₹19,000",+ Deposit 3 months rent,247 sqft,1 BHK ,"['1 Baths', 'Private Garden']","1 rk studio available for rent in good society
 Additional details :",Property Dot Com
148,Mount n Glory,"2 BHK Flat for rent in Kharadi, Pune","₹34,500",+ Deposit 3 months rent,850 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society mount n glory in kharadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony build in 850 sq.Ft. Carpet area. This property is constructed on 850 sq.Ft. You also get 1 covered parking inside the premises located on 8th of 11 floor. This is a ready to move property and it is 1-5 years old flat. This is an unfurnished flat. Ready to occupy from thu, 2...",Property Dot Com
149,Sgl Vishal leela residency,"1 BHK Flat for rent in Tukaram Nagar, Pune","₹24,500",+ Deposit 3 months rent,550 sqft,1 BHK ,"['1 Baths', 'Private Garden']",Explore this amicable sgl vishal leela residency of tukaram nagar in pune ! Live in a 1 bhk flat for rent in tukaram nagar. Property has attached 1 bathroom & 1 balcony with 1 room set in 550 sq.Ft. Carpet area. The flat is built on 550 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 7 floors. This is a 5-10 years old society. It is ...,Property Dot Com
150,Kolte Patil Life Republic,"3 BHK Flat for rent in Hinjewadi, Pune","₹28,000","+ Deposit ₹75,000","1,601 sqft",3 BHK ,"['3 Baths', 'East Facing']","An extravagant township of 400 acres is waiting for you to be a part of it. Kolte patil life republic is a township development consisting of a state of the art infrastructure more then 22 avenues. You can find exclusive villas, lakefront, premium and value residences of 1bhk, 2bhk and 3bhk. This township also offers commercial spaces that include business parks and commercial complexes, along ...",WHITEINDIA PROPERTY 
151,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹25,000","+ Deposit ₹70,000","1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","2 bhk comfortable full furnished flat with 2 attached bathroom located in hinjewadi phase i, pune. Well connected to baner, wakad and tathawade. 2 minutes walking distance from bus stop. Schools, star city mall and markets are located nearby. All major electricity and water supply connections are already installed.",WHITEINDIA PROPERTY 
152,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹23,000","+ Deposit ₹60,000",601 sqft,1 BHK ,"['1 Baths', 'East Facing']","1 bhk comfortable flat with 1 attached bathroom located in hinjewadi phase i, pune. Well connected to baner, wakad and tathawade. 2 minutes walking distance from bus stop. Schools, star city mall and markets are located nearby. All major electricity and water supply connections are already installed.",WHITEINDIA PROPERTY 
153,Benchmark Cyprus,"2 BHK Flat for rent in Punawale, Pune","₹21,000",+ Deposit 3 months rent,"1,150 sqft",2 BHK ,"['2 Baths', 'East Facing']","Benchmark cyprus is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in punawale with 1100 sq.Ft., is your opportunity to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 1100 sq.Ft. Super built-Up usable area. Flat is constructed on 1150 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on t...",SP REALTORS 
154,Ahura Ecopolitan,"2 BHK Flat for rent in Punawale, Pune","₹22,000","+ Deposit ₹50,000","1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society ahura ecopolitan in punawale offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 1050 sq.Ft. Super built-Up usable area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 14 floors and this property is situated on...",SP REALTORS 
155,Infinity Pride,"2 BHK Flat for rent in Punawale, Pune","₹25,000",+ Deposit 3 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']","Infinity pride is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in punawale, is your opportunity to be a part of this community. This property offers access to nearby landmarks and is close to highway. This flat consists of 2 bathrooms & 2 balconies in 700 sq.Ft. Carpet area. This flat is constructed on 1050 sq.Ft. Area. An independent pooja room...",SP REALTORS 
156,Siddhashila Eela,"2 BHK Flat for rent in Punawale, Pune","₹22,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in punawale is available in siddhashila eela for rent, one of the most prominent projects for residential flats in pune. This property offers access to nearby landmarks and is close to highway and close to mall. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 850 sq.Ft. Carpet area. The flat is built on 1200 sq.Ft. Area. This property has pooja room as well. ...",SP REALTORS 
157,Magarpatta Grevillea,"2 BHK Flat for rent in Magarpatta, Pune","₹30,000",+ Deposit 3 months rent,"1,000 sqft",2 BHK ,"['2 Baths', 'East Facing']","Magarpatta grevillea is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in magarpatta with 1000 sq.Ft., is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 1000 sq.Ft. Super built-Up area. This flat is constructed on 1000 sq.Ft. Area. This flat lies on the 7th floor of a 8 storey building. Well...",Shiv Properties Pune 
158,on request,"1 BHK Flat for rent in Teachers Colony, Pune","₹11,000","+ Deposit ₹20,000",680 sqft,1 BHK ,"['2 Baths', 'Full Power Backup']","A spacious 1 bhk flat for rent is available in teachers colony in on request, pune. This flat consists of 2 bathrooms & 2 balconies in 680 sq.Ft. Super built-Up area. Flat is constructed on 680 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 1st of 5 floor in 1-5 years old tower. This property is semi-Furnished. Equipped with 6 light, 2 fan, 1 ac, 1 wardrobe, 1 geyser, 1...",Tulsi Properties 
159,lonkar apartment,"1 BHK Flat for rent in Teachers Colony, Pune","₹13,000","+ Deposit ₹26,000",670 sqft,1 BHK ,"['2 Baths', 'East Facing']","A 1 bhk flat for rent in teachers colony close to all basic civic amenities is available for just 13,000 in lonkar apartment, pune. This flat consists of 2 bathrooms & 2 balconies build in 670 sq.Ft. Super built-Up area. This flat is constructed on 670 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the 5th floor of a 6 storey building. Well maintained 1-5 ...",Tulsi Properties 
160,Magarpatta Heliconia,"1 BHK Flat for rent in Magarpatta, Pune","₹20,000",+ Deposit 3 months rent,545 sqft,1 BHK ,"['1 Baths', 'East Facing']","Find this 1 bhk apartment for rent in magarpatta, pune. This 1 bhk apartment in heliconia is situated in pune. Property has attached 1 bathroom with 1 room set in 545 sq.Ft. Super built-Up area. This property is constructed on 545 sq.Ft. Located on 2nd of 6 floor. This is a ready to move property and it is 5-10 years old flat. This is an unfurnished flat. Ready to occupy from wed, 14 feb 2024, ...",Shiv Properties Pune 
161,Kolte Patil IVY Estate,"1 BHK Flat for rent in Wagholi, Pune","₹13,000","+ Deposit ₹30,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","Kolte patil ivy estate is the most preferred destination for renting flats in wagholi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 689 sq.Ft. Super built-Up area with 1 bathroom & 1 balcony attached. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 open parking within society. This flat is ...",Ayaan properties 
162,Sejal Residency,"1 BHK Flat for rent in Lohiya Nagar, Pune","₹15,000",+ Deposit 3 months rent,600 sqft,1 BHK ,"['1 Baths', 'Gated Society']","Residential flat at multistory apartment in a cosmopolitan society. The society is having 24 hours water supply. Distance for fruit, vegetable and grocery market is walkable. The area in which the society is situated having lush green environment and totally pollution free zone. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily n...",Shiv Properties Pune 
163,Alcon Renaissant,"2 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹33,000",+ Deposit 3 months rent,"1,150 sqft",2 BHK ,"['2 Baths', 'Private Garden']","This 2 bhk flat in tulaja bhawani nagar is available in alcon renaissant for rent, one of the most prominent projects for residential flats in pune. Property has 850 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 1150 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 covered parking with this flat & the op...",Rado Realty Pvt Ltd 
164,Kalpataru Harmony,"2 BHK Flat for rent in Kaspate Vasti, Pune","₹27,000","+ Deposit ₹75,000","1,030 sqft",2 BHK ,"['2 Baths', 'Euro School within 500m']","Kalpataru harmony is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in kaspate vasti with 900 sq.Ft., is your opportunity to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to school. This flat consists of 2 bathrooms & 1 balcony in 900 sq.Ft. Super built-Up area. The flat is bui...",Sankalp Consultants Real Estate 
165,Gera Park View 1,"2 BHK Flat for rent in Eon Free Zone , Pune","₹32,000",+ Deposit 3 months rent,"1,058 sqft",2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in eon free zone is available in one of pune's most popular projects, gera park view 1. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 800 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 1059 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 covered parking with this flat. The building has a...",Rado Realty Pvt Ltd 
166,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹13,000","+ Deposit ₹25,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","This 1 bhk flat in kharadi is available in tulaja bhavani for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony in 600 sq.Ft. Super built-Up area. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 2nd in a tower with 12 floors. Thi...",Royal properties  
167,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹18,000","+ Deposit ₹36,000",610 sqft,1 BHK ,"['1 Baths', 'East Facing']","Explore this amicable tulaja bhavani of kharadi in pune ! Live in a 1 bhk flat for rent in kharadi spread over 510 sq.Ft. This flat consists of 1 bathroom & 1 balcony build in 510 sq.Ft. Super built-Up area. The flat consists of 1 bedroom, built on 610 sq.Ft. A separate space for pooja room, study room and servant room is available in this flat. The building has a total of 12 floors and this pr...",Royal properties  
168,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹13,500","+ Deposit ₹25,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","This 1 bhk flat in kharadi is available in tulaja bhavani for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony in 600 sq.Ft. Super built-Up area. This property is constructed on 700 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 11th of 12 floor. This is a ready to move property and...",Royal properties  
169,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹13,400","+ Deposit ₹25,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","This 1 bhk flat in kharadi is available in tulaja bhavani for rent, one of the most prominent projects for residential flats in pune. This 1 bhk flat comes with 1 bathroom set in 600 sq.Ft. Super built-Up usable area. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 12 floors....",Royal properties  
170,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹13,000","+ Deposit ₹30,000",600 sqft,1 BHK ,"['1 Baths', 'East Facing']","Situated in kharadi pune, tulaja bhavani is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 520 sq.Ft. Big 1 bhk apartment now available for rent. This flat consists of 1 bathroom & 1 balcony in 520 sq.Ft. Super built-Up area. The flat consists of 1 bedroom, built on 600 sq.Ft. A separate space for pooja room, study room and servant roo...",Royal properties  
171,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹13,400","+ Deposit ₹25,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","A 1 bhk flat for rent in kharadi close to all basic civic amenities is available for just 13,400 in tulaja bhavani, pune. Property has attached 1 bathroom & 1 balcony with 1 room set in 600 sq.Ft. Super built-Up area. This property is constructed on 700 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 6th of 12 floor. This is a ready to move property ...",Royal properties  
