,name,location,rent,deposit,area,type,highlights,description,owner
224,Swojas Crystal Bay,"3 BHK Flat for rent in Kalyani Nagar, Pune","₹70,000",+ Deposit 3 months rent,"1,900 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in kalyani nagar is available in one of pune's most popular projects, swojas crystal bay. This flat consists of 3 bathrooms & 1 balcony build in 1900 sq.Ft. Super built-Up area. Flat is constructed on 1900 sq.Ft. 1 covered parking available. Placed on 2nd of 5 floor in 10+ years old tower. This is a furnished flat. Furnishing options provided - 5 light, 3 fa...",HS Realtors 
225,Rohanmithila,"1 BHK Flat for rent in Viman Nagar, Pune","₹42,000",+ Deposit 3 months rent,800 sqft,1 BHK ,"['1 Baths', 'East Facing']","Situated in viman nagar pune, rohanmithila is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. Property has 800 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. This property is constructed on 800 sq.Ft. You also get 1 covered parking inside the premises located on top of 6 floor. This is a...",HS Realtors 
226,On request ,"1 BHK Flat for rent in Marunji, Pune","₹12,000","+ Deposit ₹25,000",600 sqft,1 BHK ,"['1 Baths', 'North-East Facing']","On request is the most preferred destination for renting flats in marunji, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 1 bathroom & 1 balcony with 1 room set in 565 sq.Ft. Super built-Up area. The flat is built on 600 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This fla...",Atharv Properties 
227,Nyati Elan,"2 BHK Flat for rent in Wagholi, Pune","₹22,000",+ Deposit 3 months rent,830 sqft,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in wagholi, pune. This 2 bhk apartment in nyati elan is situated in pune. This 2 bhk flat comes with 2 bathrooms set in 830 sq.Ft. Carpet usable area. This flat is constructed on 830 sq.Ft. Area. An independent others is available in this property. This flat lies on the 7th floor of a 12 storey building. Well maintained 1-5 years property. Semi-Furnished flat ...",GALAXY REALTORS 
228,wellington mews apartment,"2 BHK Flat for rent in Koregaon Park, Pune","₹60,000","+ Deposit ₹250,000","1,150 sqft",2 BHK ,"['2 Baths', 'North Facing']","Wellington mews apartment is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in koregaon park with 1100 sq.Ft., is your opportunity to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 1100 sq.Ft. Super built-Up usable area. The flat is built on 1150 sq.Ft. Area. This property has study room as well. Ease of access to 1 cov...",Propnex Realtors 
229,Sarita Vihar,"2 BHK Flat for rent in Dattawadi, Pune","₹26,000","+ Deposit ₹70,000","11,000 sqft",2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society sarita vihar in dattawadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 2 balconies build in 11000 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 11000 sq.Ft. A separate space for others is available in this flat. The building has a total of 8 floors and this property is situated on 5th floor. Property is 10+ years old. This is a ...",shivkrupa real estate  
230,Malpani Greens,"3 BHK Flat for rent in Kaspate Vasti, Pune","₹37,000","+ Deposit ₹100,000","1,585 sqft",3 BHK ,"['3 Baths', 'East Facing']","Malpani greens is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kaspate vasti, is your opportunity to be a part of this community. This property offers access to nearby landmarks and is close to school, close to market and close to hospital. Property has 1183 sq.Ft. Carpet area with 3 bathrooms & 1 balcony attached. Flat is constructed on 1585...",AS Property Consultant  
231,Gokul Crest,"1 BHK Flat for rent in Viman Nagar, Pune","₹22,220","+ Deposit ₹45,000",650 sqft,1 BHK ,"['1 Baths', 'Ramwadi Metro Station within 250m']","A 1 bhk flat for rent in viman nagar close to all basic civic amenities is available for just 22,220 in gokul crest, pune. Additionally, this property is in vicinity to important points of interest and is close to metro station, close to school, close to market and close to mall. This flat consists of 1 bathroom & 1 balcony in 550 sq.Ft. Super built-Up area. Flat is constructed on 650 sq.Ft. 1 ...",Omkrishna Real Estate 
232,ask,"2 BHK Flat for rent in Kothrud, Pune","₹30,000","+ Deposit ₹80,000",865 sqft,2 BHK ,"['2 Baths', 'East Facing']",2bhk flat on rent paramhans nager near kinara hotel paud road kothrud,Royal Real Estate 
233,Karia Konark Meadows,"2 BHK Flat for rent in Wagholi, Pune","₹27,000",+ Deposit 3 months rent,"1,336 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk flat for rent is available in wagholi in karia konark meadows, pune. This flat consists of 2 bathrooms & 1 balcony build in 1282 sq.Ft. Super built-Up area. The flat is built on 1336 sq.Ft. Area. This property has others as well. This flat is situated at 9th in a tower with 12 floors. This is a 1-5 years old society. This property is furnished. Equipped with 3 curtains, 1 dinin...",S.R Property Consultants 
234,Nyati Evolvee,"2 BHK Flat for rent in Magarpatta, Pune","₹31,000",+ Deposit 3 months rent,802 sqft,2 BHK ,"['2 Baths', 'Club/ Community Center']",New 2bhk flat for rent in magar patta city closed to sesan mall,ACROSS SOLUTION 
235,Marvel Ganga Fria Phase 1,"2 BHK Flat for rent in Wagholi, Pune","₹28,500",+ Deposit 3 months rent,"1,255 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Marvel ganga fria phase 1 is the most preferred destination for renting flats in wagholi, pune. A 2 bhk flat is now available for rent here. Don't miss being a part of this community. The property has 2 bathrooms & 1 balcony with 2 rooms set in 1130 sq.Ft. Super built-Up area. The flat is built on 1255 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within soc...",S.R Property Consultants 
236,Ganesham Phase II,"2 BHK Flat for rent in Pimple Saudagar, Pune","₹30,000","+ Deposit ₹90,000","1,020 sqft",2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society ganesham phase ii in pimple saudagar offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 1000 sq.Ft. Super built-Up usable area. The flat is built on 1020 sq.Ft. Area. This property has study room as well. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 12 floors. This is a 10+ years old society. This...,Vasturachna  Realty  
237,Marvel Ganga Fria Phase 1,"2 BHK Flat for rent in Wagholi, Pune","₹29,000",+ Deposit 3 months rent,"1,255 sqft",2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 29,000 in marvel ganga fria phase 1, pune. This 2 bhk flat comes with 2 bathrooms set in 1130 sq.Ft. Super built-Up usable area. This property is constructed on 1255 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 7th of 12 floor. This is a ready to move propert...",S.R Property Consultants 
238,Gera World of Joy,"3 BHK Flat for rent in Kharadi, Pune","₹43,000",+ Deposit 3 months rent,"1,600 sqft",3 BHK ,"['3 Baths', 'East Facing']","Pune's most popular society gera world of joy in kharadi offers 3 bhk duplex apartment. This 3 bhk duplex flat comes with 3 bathrooms set in 1550 sq.Ft. Super built-Up usable area. The flat consists of 3 bedrooms, built on 1600 sq.Ft. A separate space for study room and pooja room is available in this flat. Society provides 2 covered parking with this flat & the option for 1 open parking is als...",Prop Laksh 
239,Kasturi Apostrophe Next,"2 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹100,000",951 sqft,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in wakad is available in kasturi apostrophe next for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 88 sq.M. Carpet usable area. This flat is constructed on 88 sq.M. Area. An independent pooja room, study room and store room is available in this property. This flat lies on the 10th floor of a 12 storey buildi...",Home Buyer properties 
240,Gera World of Joy,"Studio Apartments / 1 RK Flats for rent in Kharadi, Pune","₹16,000",+ Deposit 2 months rent,485 sqft,1 BHK ,"['1 Baths', 'East Facing']",Studio apartment for rent in gera world of joy kharadi pune,Rudra Property 
241,Marvel Ganga Fria Phase 1,"2 BHK Flat for rent in Wagholi, Pune","₹29,500",+ Deposit 3 months rent,"1,255 sqft",2 BHK ,"['2 Baths', 'North Facing']",Pune's most popular society marvel ganga fria phase 1 in wagholi offers 2 bhk apartment. Property has 1130 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. This flat is constructed on 1255 sq.Ft. Area. An independent others is available in this property. This flat lies on the 9th floor of a 12 storey building. Well maintained 1-5 years property. It is a semi-Furnished property....,S.R Property Consultants 
242,VTP Belair,"2 BHK Flat for rent in Mahalunge, Pune","₹22,000",+ Deposit 2 months rent,700 sqft,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in mahalunge, pune. This 2 bhk apartment in vtp belair is situated in pune. This flat consists of 2 bathrooms & 1 balcony in 700 sq.Ft. Carpet area. This flat is constructed on 700 sq.Ft. Area. Parking available: 1 covered parking & 2 open parking. This flat lies on the 17th floor of a 23 storey building. Well maintained 0-1 year property. This is a semi-Furni...",Realty Group 24 
243,Goel Ganga Constella,"2 BHK Flat for rent in Eon Free Zone , Pune","₹32,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'East Facing']","Situated in eon free zone pune, goel ganga constella is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1150 sq.Ft. Big 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 1150 sq.Ft. Super built-Up area. The flat is built on 1200 sq.Ft. Area. This property has study room and servant room as we...",Prop Laksh 
244,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹17,001","+ Deposit ₹45,000",600 sqft,1 BHK ,"['1 Baths', 'North-East Facing']","Find this 1 bhk apartment for rent in hinjewadi, pune. This 1 bhk apartment in kolte patil life republic is situated in pune. Additionally, this property is in vicinity to important points of interest and is close to school and close to market. Property has 528 sq.Ft. Super built-Up area with 1 bathroom & 1 balcony attached. Flat is constructed on 600 sq.Ft. 1 covered parking available. Placed ...",Sneh Properties 
245,Godrej Elements,"2 BHK Flat for rent in Hinjewadi, Pune","₹32,500",+ Deposit 3 months rent,"1,222 sqft",2 BHK ,"['2 Baths', 'Private Garden']","This 2 bhk flat in hinjewadi is available in godrej elements for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 940 sq.Ft. Carpet area. The flat is built on 940 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within society. This flat is situated at 16th in a tower with 17 floors. ...",FUTURE BRICKS
246,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","₹30,000",+ Deposit 3 months rent,"1,050 sqft",2 BHK ,"['Full Power Backup', 'Euroschool,Kharadi within 1km']","Find this 2 bhk apartment for rent in kharadi, pune. This brand new 2 bhk apartment in vilas javdekar yashwin orizzonte is situated in kharadi, pune. Property has 1020 sq.Ft. Super built-Up area with 2 bathrooms & 3 balconies attached. The flat consists of 2 bedrooms, built on 1050 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this fla...",Vighnaharta Properties
247,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹19,500",+ Deposit 3 months rent,900 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in hinjewadi in kolte patil life republic, pune. This flat consists of 2 bathrooms & 2 balconies build in 730 sq.Ft. Carpet area. Flat is constructed on 730 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 13th of 22 floor in 1-5 years old tower. This property is unfurnished. Property is ready to be leased on any ag...",dream home 
248,Kolte Patil Life Republic,"3 BHK Flat for rent in Hinjewadi, Pune","₹30,000",+ Deposit 3 months rent,900 sqft,3 BHK ,"['East Facing', 'Full Power Backup']","A spacious 3 bhk flat for rent is available in hinjewadi in kolte patil life republic, pune. This flat consists of 3 bathrooms & 2 balconies build in 900 sq.Ft. Carpet area. The flat consists of 3 bedrooms, built on 900 sq.Ft. A separate space for pooja room and others is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 22 floors and this pr...",dream home 
249,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000",+ Deposit 3 months rent,850 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in hinjewadi in kolte patil life republic, pune. This flat consists of 2 bathrooms & 1 balcony in 850 sq.Ft. Carpet area. Flat is constructed on 850 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 12th of 22 floor in 1-5 years old tower. This is an unfurnished flat. The flat will be available from sun, 25 feb 2024 ...",dream home 
250,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000",+ Deposit 3 months rent,700 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Kolte patil life republic is the most preferred destination for renting flats in hinjewadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 700 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat ...",dream home 
251,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,800",+ Deposit 3 months rent,900 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Situated in hinjewadi pune, kolte patil life republic is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Carpet area. The flat is built on 900 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within...",dream home 
252,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000",+ Deposit 3 months rent,980 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, kolte patil life republic. Property has 900 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. This flat is constructed on 980 sq.Ft. Area. An independent pooja room, study room and servant room is available in this property. This flat lies on the 11th floor of a 22 storey build...",dream home 
253,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹19,000",+ Deposit 3 months rent,750 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Specious flat available for rent in 3rd feb
 Additional details :",dream home 
254,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000",+ Deposit 3 months rent,950 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Super built-Up area. This property is constructed on 950 sq.Ft. Extra space for pooja room, study room and servant room. You also get 1 covered parking inside the premises located on 2...",dream home 
255,Rohan Abhilasha,"2 BHK Flat for rent in Wagholi, Pune","₹21,700","+ Deposit ₹40,000",836 sqft,2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in wagholi in rohan abhilasha, pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 836 sq.Ft. Carpet area. This flat is constructed on 836 sq.Ft. Area. This flat lies on the 9th floor of a 13 storey building. Well maintained 1-5 years property. Unfurnished flat ready to occupy from sat, 20 jan 2024, this property is ideal for famil...",Yashica Properties
256,Rohan Abhilasha,"1 BHK Flat for rent in Wagholi, Pune","₹15,450","+ Deposit ₹30,000",470 sqft,1 BHK ,"['1 Baths', 'East Facing']","Situated in wagholi pune, rohan abhilasha is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. Property has attached 1 bathroom & 1 balcony with 1 room set in 470 sq.Ft. Carpet area. The flat is built on 470 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 8t...",Yashica Properties
257,Tirupati Regalia,"1 BHK Flat for rent in Dhanori, Pune","₹16,500","+ Deposit ₹35,000",550 sqft,1 BHK ,"['1 Baths', 'Private Garden']","Its a brand new one bhk semi furnished flat for rent in tirupati regalia society located at a very prime location of vishrantwadi near by airport road beside nandan euphoria society Its a spacious one bhk semi furnished flat for rent with modular kitchen cabinet's , including all basic fixtures and fittings etc. There is a balconey available which is attached with living room . A reserved car p...",Maxgrow Properties 
258,Riddhi Zoa,"2 BHK Flat for rent in Mundhwa, Pune","₹23,000","+ Deposit ₹55,000",900 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Looking for a spacious and well-Ventilated 2 bhk flats in the riddhi zoa society of keshav nagar, pune. Look no further! We have the perfect home for you in riddhi zoa . Situated in a safe and secure locality, this apartment offers a peaceful Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within th...",Innovative Properties
259,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹19,000","+ Deposit ₹50,000",637 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']",Available 2 bhk flat for rent in life republic township Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The society has dedicated security guards for every ...,Homedeal Realty India 
260,Shri Siddheshwar Leisure Apartment,"3 BHK Flat for rent in Bavdhan, Pune","₹35,000","+ Deposit ₹100,000","1,310 sqft",3 BHK ,"['Private Garden', 'Full Power Backup']","Find this 3 bhk apartment for rent in bavdhan, pune. This 3 bhk apartment in shri siddheshwar leisure apartment is situated in pune. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1310 sq.Ft. Carpet area. The flat is built on 1310 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 5th in a tower with 10 floors. This ...",Om Gurudatta Real Estate 
261,Kolte Patil Downtown Beryl,"2 BHK Flat for rent in Kharadi, Pune","₹31,000",,900 sqft,2 BHK ,"['2 Baths', 'Private Garden']","A 2 bhk flat for rent in kharadi close to all basic civic amenities is available for just 31,000 in kolte patil downtown beryl, pune. This flat consists of 2 bathrooms & 2 balconies build in 900 sq.Ft. Carpet area. This flat is constructed on 900 sq.Ft. Area. An independent others is available in this property. Parking available: 1 covered parking & 1 open parking. This flat lies on the 10th fl...",PW Realty 
262,Sancheti Mount n Glory,"2 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹32,000",,900 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Find this 2 bhk apartment for rent in tulaja bhawani nagar, pune. This 2 bhk apartment in sancheti mount n glory is situated in pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 900 sq.Ft. Carpet area. This flat is constructed on 900 sq.Ft. Area. An independent others is available in this property. Parking available: 1 covered parking & 1 open parking. This flat lies on ...",PW Realty 
263,Kolte Patil Life Republic Aros,"2 BHK Flat for rent in Hinjewadi, Pune","₹20,000","+ Deposit ₹40,000",836 sqft,2 BHK ,"['2 Baths', 'East Facing']",New contractions life republic kolte patil maruji,URBAN PROPERTIES  
264,Tyagi Windwards,"2 BHK Flat for rent in Kaspate Vasti, Pune","₹35,000","+ Deposit ₹80,000","1,029 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Tyagi windwards is the most preferred destination for renting flats in kaspate vasti, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 972 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 972 sq.Ft. A separate space for study room and pooja room is available in this flat...",propwest reality  
265,Amorapolis,"2 BHK Flat for rent in Dhanori, Pune","₹28,000",+ Deposit 2 months rent,562 sqft,2 BHK ,"['East Facing', 'Close to School']","Amorapolis is the most preferred destination for renting flats in dhanori, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This property offers access to nearby landmarks and is close to school and close to hospital. This flat consists of 2 bathrooms & 2 balconies in 52 sq.M. Carpet area. Flat is constructed on 52 sq.M. You get an additional space o...",Pravin Kirdat 
266,Satyam Rajyog,"3 BHK Flat for rent in Dhanori, Pune","₹22,000",+ Deposit 2 months rent,"1,250 sqft",3 BHK ,"['East Facing', 'Close to Hospital']","Satyam rajyog is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in dhanori, is your opportunity to be a part of this community. The flat is close to hospital. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 990 sq.Ft. Carpet area. The flat consists of 3 bedrooms, built on 1250 sq.Ft. A separate space for pooja room is available...",Pravin Kirdat 
267,KFP Chesterfield,"2 BHK Flat for rent in Dhanori, Pune","₹20,000","+ Deposit ₹40,000",691 sqft,2 BHK ,"['East Facing', 'Private Garden']","Explore this amicable kfp chesterfield of dhanori in pune ! Live in a 2 bhk flat for rent in dhanori. Additionally, this property is in vicinity to important points of interest and is close to hospital and close to school. This flat consists of 2 bathrooms & 2 balconies in 64 sq.M. Carpet area. The flat is built on 64 sq.M. Area. This property has store room as well. Ease of access to 1 covered...",Pravin Kirdat 
268,Golden Winds,"2 BHK Flat for rent in Lohegaon, Pune","₹18,000","+ Deposit ₹40,000",599 sqft,2 BHK ,"['East Facing', 'Close to School']",Explore this amicable golden winds of lohegaon in pune ! Live in a 2 bhk flat for rent in lohegaon. The flat is close to school and close to hospital. This 2 bhk flat comes with 2 bathrooms set in 56 sq.M. Carpet usable area. Flat is constructed on 56 sq.M. You get an additional space of pooja room. 1 covered parking available. Placed on 2nd of 8 floor in 1-5 years old tower. It is a semi-Furni...,Pravin Kirdat 
269,Pride World City,"3 BHK Flat for rent in Lohegaon, Pune","₹22,000",+ Deposit 2 months rent,"1,104 sqft",3 BHK ,"['East Facing', 'Close to School']","Situated in lohegaon pune, pride world city is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. This property is close to school and close to hospital. Property has attached 3 bathrooms & 3 balconies with 3 rooms . The flat is built on 1104 sq.Ft. Area. This property has store room as well. Ease of...",Pravin Kirdat 
270,Ashish Plaza,"2 BHK Flat for rent in Maurya Vihar, Pune","₹28,000","+ Deposit ₹100,000",850 sqft,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society ashish plaza in maurya vihar offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 850 sq.Ft. Carpet usable area. The flat is built on 850 sq.Ft. Area. This property has study room as well. This flat is situated at 4th in a tower with 6 floors. This is a 10+ years old society. This is a semi-Furnished flat. Already installed 1 exhaust fan, 3 fan, 1 mo...",Sam Enterprises
271,Kumar Kruti,"2 BHK Flat for rent in Kalyani Nagar, Pune","₹37,000",+ Deposit 2 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'Klaynai nagar within 250m']","Explore this amicable kumar kruti of kalyani nagar in pune ! Live in a 2 bhk flat for rent in kalyani nagar. Additionally, this property is in vicinity to important points of interest and is close to metro station, close to school, close to airport and close to mall. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 790 sq.Ft. Carpet area. This property is constructed on 1050 sq...",Vishwakarma Estate 
272,Oriental Gold Apartment,"1 BHK Flat for rent in Aundh, Pune","₹16,500","+ Deposit ₹35,000",620 sqft,1 BHK ,"['1 Baths', 'East Facing']","Oriental gold apartment is the most preferred destination for renting flats in aundh, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 1 bathroom & 2 balconies in 570 sq.Ft. Super built-Up area. Flat is constructed on 620 sq.Ft. You get an additional space of others. 1 open parking available. Placed on 2nd of 4 floor in 5-10 yea...",KAKADE PROPERTIES 
273,Utsav Residency,"2 BHK Flat for rent in Wagholi, Pune","₹15,500",+ Deposit 3 months rent,980 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","This lovely 2 bhk apartment for rent in wagholi is available in one of pune's most popular projects, utsav residency. Property has 850 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 980 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 1st in a tower with 11 floors. This is a 1-5 ...",anil jadhav 
274,Nyati Elan,"2 BHK Flat for rent in Wagholi, Pune","₹19,000",+ Deposit 3 months rent,850 sqft,2 BHK ,"['2 Baths', 'North Facing']","A spacious 2 bhk flat for rent is available in wagholi in nyati elan, pune. This 2 bhk flat comes with 2 bathrooms set in 780 sq.Ft. Super built-Up usable area. This flat is constructed on 850 sq.Ft. Area. An independent others is available in this property. This flat lies on the 7th floor of a 12 storey building. Well maintained 0-1 year property. Semi-Furnished flat with 1 exhaust fan, 3 fan,...",anil jadhav 
275,Nyati Elan,"2 BHK Flat for rent in Wagholi, Pune","₹24,500",+ Deposit 3 months rent,"1,201 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in wagholi in nyati elan, pune. This flat consists of 2 bathrooms & 2 balconies in 1100 sq.Ft. Super built-Up area. Flat is constructed on 1201 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 6th of 12 floor in 0-1 year old tower. This is a semi-Furnished flat. Furnishing options provided - 3 fan, 1 geyser, 6 light...",anil jadhav 
276,Lalvani Vastu,"2 BHK Flat for rent in Viman Nagar, Pune","₹45,000",+ Deposit 3 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society lalvani vastu in viman nagar offers 2 bhk apartment. This flat consists of 2 bathrooms & 2 balconies build in 1000 sq.Ft. Super built-Up area. The flat is built on 1050 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 2nd in a tower with 7 floors. This is a 1-5 years old society. This property...,Orbit Real Estate 
277,Sai Sundaram,"2 BHK Flat for rent in Kharadi, Pune","₹30,000",+ Deposit 2 months rent,638 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in kharadi is available in sai sundaram for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 59 sq.M. Carpet area. This property is constructed on 59 sq.M. Extra space for others. You also get 1 covered parking inside the premises located on 2nd of 5 floor. This is a ready to move property and it is 1-...",READY 2 MOVE
278,Kolte Patil Downtown Langston,"2 BHK Flat for rent in Ashoka Nagar, Pune","₹33,000",+ Deposit 2 months rent,780 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in kharadi is available in kolte patil downtown langston for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 780 sq.Ft. Carpet area. This property is constructed on 780 sq.Ft. You also get 1 covered parking inside the premises located on 6th of 12 floor. This is a ready to move property and it is 5-10...",READY 2 MOVE
279,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹85,000",+ Deposit 3 months rent,"2,200 sqft",3 BHK ,"['4 Baths', 'Private Garden']","A 3 bhk flat for rent in kharadi close to all basic civic amenities is available for just 85,000 in panchshil towers, pune. This flat consists of 4 bathrooms & 2 balconies build in 2200 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 2200 sq.Ft. A separate space for servant room is available in this flat. Society provides 2 covered parking with this flat. The building has ...",Property Address 
280,Kalpataru Exquisite,"3 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹80,000","1,209 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","Kalpataru exquisite is the most preferred destination for renting flats in wakad, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1150 sq.Ft. Carpet area. Flat is constructed on 1209 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 19th of 23 ...",Naik Properties
281,Pride Residency,"1 BHK Flat for rent in Viman Nagar, Pune","₹28,000","+ Deposit ₹60,000",750 sqft,1 BHK ,"['1 Baths', 'Ramwadi Metro Station within 500m']","Pride residency is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in viman nagar with 700 sq.Ft., is your opportunity to be a part of this community. The flat is close to metro station, close to school, close to market and close to airport. This flat consists of 1 bathroom & 1 balcony in 700 sq.Ft. Super built-Up area. The flat is built on 750 sq....",Omkrishna Real Estate 
